ID,PerfilEconomico,Sexo,Idade,PerfilCompra,ValorCompraAnual,GastoMax,GastoMedio,UF,CidadeResidencia,RegiaodoPais,NumeroComprasOnline,MesesDesempregado,Anuidade
220,2,homem,30,0,105,7.5,8.75,MG,Tombos,Região Sudeste,0.5833333333,8,"83,3144841349"
221,3,homem,21,0,805,57.5,67.0833333333,PB,Cachoeira Dos Índios,Região Nordeste,8.3854166667,7,"59,6028373916"
222,2,homem,27,0,13,0.9285714286,1.0833333333,BA,Quixabeira,Região Nordeste,0.0802469136,0,"12,4036951095"
223,3,homem,51,0,805,57.5,67.0833333333,SC,Catanduvas,Região Sul,2.6307189542,5,"30,9260062617"
224,3,homem,22,0,78958,5639.8571428572,6579.8333333333,BA,Lamarão,Região Nordeste,598.1666666667,2,"102,8248438357"
225,1,homem,38,1,90,6.4285714286,7.5,MG,Antônio Dias,Região Sudeste,0.3947368421,3,"50,2123189587"
226,3,homem,22,0,935,66.7857142857,77.9166666667,MG,Prudente de Morais,Região Sudeste,7.0833333333,4,"30,2190312039"
227,2,homem,19,0,105,7.5,8.75,SP,Engenheiro Coelho,Região Sudeste,0.9210526316,4,"111,0540149715"
228,3,homem,20,0,725,51.7857142857,60.4166666667,BA,Água Fria,Região Nordeste,0.5894308943,9,"96,2629693554"
229,2,homem,18,0,13,0.9285714286,1.0833333333,BA,Canudos,Região Nordeste,0.1203703704,3,"112,4278289942"
230,3,mulher,22,3,254667,18190.5,21222.25,SP,Pirapora do Bom Jesus,Região Sudeste,1929.2954545455,4,"108,2409232478"
231,1,mulher,35,1,83475,5962.5,6956.25,BA,Ponto Novo,Região Nordeste,397.5,1,"105,607320415"
232,3,homem,29,0,7775,555.3571428571,647.9166666667,CE,Saboeiro,Região Nordeste,44.683908046,2,"32,4747895447"
233,2,homem,59,0,135,9.6428571429,11.25,BA,Cipó,Região Nordeste,0.3813559322,6,"80,4006435335"
234,3,mulher,21,4,313875,22419.6428571429,26156.25,MT,Pedra Preta,Região Centro-Oeste,10462.5,0,"80,4429301257"
235,2,homem,24,0,105,7.5,8.75,CE,Pereiro,Região Nordeste,0.7291666667,1,"45,6960975679"
236,3,mulher,22,0,755,53.9285714286,62.9166666667,SC,Santa Cecília,Região Sul,5.7196969697,6,"82,4797602189"
237,2,homem,44,1,,1.8571428571,2.1666666667,GO,Abadiânia,Região Centro-Oeste,0.0984848485,9,"8,5551797618"
238,2,mulher,44,0,,187.5,218.75,GO,Crixás,Região Centro-Oeste,54.6875,7,"26,7729649229"
239,2,homem,19,0,,7.5,8.75,PE,Joaquim Nabuco,Região Nordeste,0.9210526316,4,"100,6743511214"
240,2,homem,33,0,,876.7857142857,1022.9166666667,SP,Elias Fausto,Região Sudeste,61.9949494949,3,"49,9567482561"
241,3,mulher,22,1,,10324.4285714286,12045.1666666667,PR,Terra Boa,Região Sul,1095.0151515152,0,"108,6736171355"
242,3,mulher,22,1,,11.0714285714,12.9166666667,BA,Ibicuí,Região Nordeste,1.1742424242,4,"15,3884963692"
243,2,homem,29,0,,7.5,8.75,ES,João Neiva,Região Sudeste,0.6034482759,6,"103,7262763989"
244,3,homem,22,0,,508.9285714286,593.75,PE,Jataúba,Região Nordeste,53.9772727273,6,"6,5933577045"
245,3,homem,30,0,,516.0714285714,602.0833333333,MG,Tocantins,Região Sudeste,40.1388888889,9,"66,2477878767"
246,1,homem,44,2,,6.4285714286,7.5,SE,Indiaroba,Região Nordeste,0.3409090909,2,"59,3164887786"
247,3,mulher,25,0,,555.3571428571,647.9166666667,RN,São Paulo do Potengi,Região Nordeste,51.8333333333,7,"70,4387347419"
248,2,mulher,24,0,,10.3571428571,12.0833333333,PA,Aveiro,Região Norte,1.0069444444,5,"17,5448149951"
249,1,homem,37,1,,37538.7142857143,43795.1666666667,RS,Restinga Seca,Região Sul,2367.3063063063,7,"47,6232767477"
250,2,homem,54,1,,1.8571428571,2.1666666667,RO,Cujubim,Região Norte,0.0802469136,7,"93,2130180192"
251,3,homem,22,0,,51.7857142857,60.4166666667,MG,Montalvânia,Região Sudeste,5.4924242424,6,"26,6168239697"
252,3,mulher,29,1,,7473.2142857143,8718.75,PR,Bituruna,Região Sul,601.2931034483,3,"67,7183651488"
253,1,homem,62,0,,189.6428571429,221.25,PR,Contenda,Região Sul,7.1370967742,5,"98,2947109331"
254,3,homem,30,1,161,11.5,13.4166666667,MA,Governador Edison Lobão,Região Nordeste,0.8944444444,5,"83,9816872952"
255,3,mulher,41,0,202125,14437.5,16843.75,BA,Souto Soares,Região Nordeste,821.6463414634,1,"49,4583393897"
256,3,mulher,29,0,152458,10889.8571428571,12704.8333333333,RS,Não-me-toque,Região Sul,876.1954022989,0,"15,8621745359"
257,1,mulher,22,0,792,56.5714285714,66,TO,Augustinópolis,Região Norte,6,2,"109,0900438823"
258,1,mulher,30,0,865,61.7857142857,72.0833333333,MG,Poço Fundo,Região Sudeste,4.8055555556,0,"47,5268158947"
259,1,mulher,35,0,5123292,365949.428571429,426941,BA,América Dourada,Região Nordeste,24396.6285714286,8,"70,963507344"
260,2,mulher,50,0,26,1.8571428571,2.1666666667,MA,Governador Eugênio Barros,Região Nordeste,0.0866666667,0,"2,7694204783"
261,3,homem,22,0,775,55.3571428571,64.5833333333,PE,Lagoa do Carro,Região Nordeste,5.8712121212,4,"32,9188448325"
262,3,homem,21,4,313875,22419.6428571429,26156.25,BA,Malhada,Região Nordeste,17437.5,5,"41,5850532407"
263,1,homem,52,1,7965,568.9285714286,663.75,SC,Palmitos,Região Sul,25.5288461538,1,"9,1668626992"
264,1,homem,40,0,0,0,0,BA,Belo Campo,Região Nordeste,0,7,"63,8373169232"
265,3,mulher,22,0,775,55.3571428571,64.5833333333,RO,São Francisco do Guaporé,Região Norte,5.8712121212,8,"89,2465300344"
266,2,homem,36,0,105,7.5,8.75,PE,Venturosa,Região Nordeste,0.4861111111,6,"67,1293853413"
267,3,homem,21,4,396875,28348.2142857143,33072.9166666667,PB,Sumé,Região Nordeste,4134.1145833333,8,"111,2914633699"
268,3,homem,25,1,7775,555.3571428571,647.9166666667,PR,Matelândia,Região Sul,51.8333333333,3,"3,3103331824"
269,1,mulher,58,0,1534625,109616.071428571,127885.416666667,SC,Porto Belo,Região Sul,4409.841954023,2,"3,4150752466"
270,1,mulher,35,0,1356333,96880.9285714286,113027.75,AC,Xapuri,Região Norte,6458.7285714286,7,"102,3903599372"
271,1,homem,22,0,31,2.2142857143,2.5833333333,SC,Morro da Fumaça,Região Sul,0.2348484848,2,"93,5728053762"
272,3,homem,25,0,0,0,0,BA,Tanque Novo,Região Nordeste,0,2,"95,0196197488"
273,2,mulher,41,0,195,13.9285714286,16.25,MG,Lima Duarte,Região Sudeste,0.7926829268,0,"9,4124356091"
274,1,homem,37,0,297,21.2142857143,24.75,RS,Getúlio Vargas,Região Sul,1.3378378378,8,"77,2652819711"
275,3,mulher,22,0,775,55.3571428571,64.5833333333,CE,Aiuaba,Região Nordeste,5.8712121212,8,"83,9268852932"
276,1,mulher,63,1,779583,55684.5,64965.25,PB,Cruz do Espírito Santo,Região Nordeste,2062.3888888889,1,"113,4495877214"
277,3,mulher,45,0,775,55.3571428571,64.5833333333,SP,Macatuba,Região Sudeste,2.8703703704,2,"100,8554355127"
278,2,homem,22,0,0,0,0,BA,Mirangaba,Região Nordeste,0,1,"76,7070535434"
279,3,homem,21,4,29125,2080.3571428572,2427.0833333333,SP,Conchas,Região Sudeste,693.4523809524,4,"3,0105056056"
280,3,mulher,35,1,2025,144.6428571429,168.75,PA,Ourém,Região Norte,9.6428571429,2,"28,0713736241"
281,3,homem,65,0,775,55.3571428571,64.5833333333,PR,Corbélia,Região Sul,1.9871794872,6,"48,8875413797"
282,3,homem,28,0,78542,5610.1428571429,6545.1666666667,PR,Faxinal,Região Sul,467.5119047619,2,"27,1716137903"
283,3,homem,16,0,95,6.7857142857,7.9166666667,AM,Anori,Região Norte,0.9895833333,3,"104,4640830539"
284,3,homem,19,0,805,57.5,67.0833333333,PA,Belterra,Região Norte,7.0614035088,7,"104,7669685811"
285,1,homem,22,0,26,1.8571428571,2.1666666667,SC,Pinhalzinho,Região Sul,0.196969697,3,"108,2240881221"
286,3,homem,33,0,86625,6187.5,7218.75,SC,Otacílio Costa,Região Sul,437.5,1,"52,9970869429"
287,3,homem,30,0,95,6.7857142857,7.9166666667,AM,Envira,Região Norte,0.5277777778,5,"93,6696429408"
288,3,homem,22,0,78958,5639.8571428572,6579.8333333333,PR,Realeza,Região Sul,598.1666666667,0,"88,9012933458"
289,2,homem,42,0,13,0.9285714286,1.0833333333,SE,Maruim,Região Nordeste,0.0515873016,8,"44,4888858643"
290,3,mulher,22,0,775,55.3571428571,64.5833333333,PR,Assaí,Região Sul,5.8712121212,1,"85,5551424057"
291,1,mulher,26,0,7885,563.2142857143,657.0833333333,CE,Alto Santo,Região Nordeste,50.5448717949,3,"30,3247356068"
292,1,mulher,19,1,910792,65056.5714285714,75899.3333333333,RS,São Pedro do Sul,Região Sul,7989.4035087719,9,"42,0431029441"
293,2,homem,36,0,12875,919.6428571429,1072.9166666667,SP,Nazaré Paulista,Região Sudeste,59.6064814815,5,"84,2227414997"
294,3,mulher,24,0,885,63.2142857143,73.75,BA,Ourolândia,Região Nordeste,6.1458333333,2,"93,2145296488"
295,3,homem,24,0,78958,5639.8571428572,6579.8333333333,MS,Nova Alvorada do Sul,Região Centro-Oeste,548.3194444444,6,"66,3009431583"
296,1,homem,22,0,277208,19800.5714285714,23100.6666666667,RR,Alto Alegre,Região Norte,2100.0606060606,4,"72,6208382789"
297,3,homem,23,0,72292,5163.7142857143,6024.3333333333,PI,Água Branca,Região Nordeste,51.2709219858,2,"50,7766989978"
298,1,mulher,21,1,15155,1082.5,1262.9166666667,BA,Urandi,Região Nordeste,1262.9166666667,3,"79,4826128006"
299,1,homem,22,0,305,21.7857142857,25.4166666667,BA,Jaguaripe,Região Nordeste,2.3106060606,5,"30,3084898976"
300,1,mulher,50,0,,176800.571428571,206267.333333333,BA,Tapiramutá,Região Nordeste,8250.6933333333,1,"36,1596450044"
301,3,mulher,22,0,,55.3571428571,64.5833333333,SE,Cristinápolis,Região Nordeste,5.8712121212,9,"21,1249519813"
302,3,homem,22,2,,166.0714285714,193.75,BA,Sapeaçu,Região Nordeste,17.6136363636,8,"86,350469687"
303,3,homem,19,0,,0,0,RJ,Porto Real,Região Sudeste,0,9,"65,7884297944"
304,2,mulher,22,0,,88.2142857143,102.9166666667,MA,Bacuri,Região Nordeste,9.3560606061,6,"44,9461531566"
305,3,homem,22,0,,57.5,67.0833333333,SP,Cafelândia,Região Sudeste,6.0984848485,3,"0,2197679347"
306,1,homem,92,1,,1082.5,1262.9166666667,RS,Tapes,Região Sul,27.4547101449,9,"60,7644177364"
307,1,mulher,22,0,,79202.3571428572,92402.75,PR,Cândido de Abreu,Região Sul,8400.25,5,"20,8142049492"
308,1,mulher,17,1,,77.7857142857,90.75,CE,Monsenhor Tabosa,Região Nordeste,10.6764705882,0,"94,6299789873"
309,2,homem,30,1,,1.7142857143,2,MG,Ipaba,Região Sudeste,0.1333333333,6,"18,110584009"
310,1,mulher,30,0,,40663.7142857143,47441,BA,Nova Canaã,Região Nordeste,3162.7333333333,3,"52,2189971378"
311,1,mulher,24,0,831583,59398.7857142857,69298.5833333333,RS,Agudo,Região Sul,5774.8819444445,2,"14,8530708695"
312,1,mulher,18,2,262375,18741.0714285714,21864.5833333333,BA,Filadélfia,Região Nordeste,2429.3981481482,0,"30,8247039589"
313,2,mulher,26,1,26,1.8571428571,2.1666666667,CE,Carnaubal,Região Nordeste,0.1666666667,4,"78,8437784406"
314,3,homem,28,0,78958,5639.8571428572,6579.8333333333,PB,Cacimba de Dentro,Região Nordeste,469.9880952381,0,"52,0626521305"
315,2,homem,43,1,2625,187.5,218.75,SE,Campo do Brito,Região Nordeste,10.1744186047,1,"85,5284764523"
316,3,mulher,26,0,78542,5610.1428571429,6545.1666666667,GO,Caiapônia,Região Centro-Oeste,503.4743589744,1,"27,3241742313"
317,2,mulher,24,1,26,1.8571428571,2.1666666667,PR,Terra Roxa,Região Sul,0.1805555556,6,"106,6613591626"
318,2,homem,54,0,14,1,1.1666666667,PB,Juazeirinho,Região Nordeste,0.0432098765,6,"87,1441593284"
319,1,mulher,31,0,1648667,117761.928571429,137388.916666667,AP,Porto Grande,Região Norte,8863.8010752688,4,"112,0699213603"
320,1,mulher,40,1,1345,96.0714285714,112.0833333333,CE,Tejuçuoca,Região Nordeste,5.6041666667,1,"109,3782202851"
321,3,homem,22,0,725,51.7857142857,60.4166666667,SP,Alumínio,Região Sudeste,5.4924242424,7,"46,6198650361"
322,3,homem,27,0,78958,5639.8571428572,6579.8333333333,RO,Alvorada D´oeste,Região Norte,487.3950617284,1,"22,9139458752"
323,2,mulher,30,0,1235,88.2142857143,102.9166666667,SE,Areia Branca,Região Nordeste,6.8611111111,0,"111,5463608554"
324,2,mulher,22,1,29,2.0714285714,2.4166666667,SE,Japaratuba,Região Nordeste,0.2196969697,1,"106,6809367395"
325,3,homem,22,8,6955,496.7857142857,579.5833333333,PA,Trairão,Região Norte,52.6893939394,2,"55,5401574847"
326,1,mulher,36,0,1356333,96880.9285714286,113027.75,PB,Boqueirão,Região Nordeste,6279.3194444445,0,"63,7480438028"
327,3,homem,61,0,62375,4455.3571428572,5197.9166666667,PA,São Caetano de Odivelas,Região Norte,170.4234972678,4,"43,9205645813"
328,2,mulher,36,0,13,0.9285714286,1.0833333333,BA,Condeúba,Região Nordeste,0.0601851852,7,"11,4396430718"
329,3,mulher,31,1,20525,1466.0714285714,1710.4166666667,PE,Dormentes,Região Nordeste,110.3494623656,3,"116,528189445"
330,1,mulher,16,0,579792,41413.7142857143,48316,SC,Seara,Região Sul,6039.5,8,"97,5987932756"
331,3,mulher,22,2,2325,166.0714285714,193.75,PR,Cerro Azul,Região Sul,17.6136363636,2,"68,331356964"
332,1,homem,21,0,285,20.3571428571,23.75,PA,Terra Santa,Região Norte,0.1043956044,3,"77,7550043651"
333,1,homem,38,0,1534625,109616.071428571,127885.416666667,MG,Ladainha,Região Sudeste,6730.8114035088,5,"83,8860505843"
334,3,homem,16,2,18,1.2857142857,1.5,BA,Pedro Alexandre,Região Nordeste,0.1875,8,"111,7411746295"
335,1,mulher,22,1,13365,954.6428571429,1113.75,PB,Itapororoca,Região Nordeste,101.25,0,"36,2286648278"
336,3,homem,22,0,78958,5639.8571428572,6579.8333333333,PE,São Vicente Ferrer,Região Nordeste,598.1666666667,9,"109,3794515353"
337,1,homem,29,1,666,47.5714285714,55.5,BA,Umburanas,Região Nordeste,3.8275862069,4,"0,0059524025"
338,1,mulher,41,0,1345,96.0714285714,112.0833333333,MA,Sítio Novo,Região Nordeste,5.4674796748,0,"70,3463541733"
339,3,homem,45,0,805,57.5,67.0833333333,CE,Jijoca de Jericoacoara,Região Nordeste,2.9814814815,4,"39,6964720829"
340,1,homem,45,0,355,25.3571428571,29.5833333333,BA,Ibipeba,Região Nordeste,1.3148148148,3,"97,6985703996"
341,2,homem,21,1,26,1.8571428571,2.1666666667,BA,Central,Região Nordeste,2.1666666667,8,"80,7513146781"
342,1,mulher,24,3,263,18.7857142857,21.9166666667,PB,Pitimbu,Região Nordeste,1.8263888889,8,"78,0123435488"
343,2,homem,28,0,13,0.9285714286,1.0833333333,ES,Fundão,Região Sudeste,0.0773809524,7,"107,647552573"
344,2,homem,25,0,13,0.9285714286,1.0833333333,RO,Cerejeiras,Região Norte,0.0866666667,5,"27,1257242322"
345,2,homem,36,0,13,0.9285714286,1.0833333333,BA,Tremedal,Região Nordeste,0.0601851852,4,"118,8786911877"
346,2,mulher,24,0,13,0.9285714286,1.0833333333,AP,Mazagão,Região Norte,0.0902777778,7,"48,6249469232"
347,2,mulher,40,0,13,0.9285714286,1.0833333333,PB,Pocinhos,Região Nordeste,0.0541666667,0,"80,5264202613"
348,3,mulher,22,1,161,11.5,13.4166666667,MS,Mundo Novo,Região Centro-Oeste,1.2196969697,2,"118,6284383219"
349,3,homem,30,1,159,11.3571428571,13.25,MG,Carmópolis de Minas,Região Sudeste,8.8333333333,6,"50,7395726591"
350,3,homem,42,0,86625,6187.5,7218.75,PR,Mangueirinha,Região Sul,343.75,6,"82,6664128189"
351,3,homem,23,0,9225,658.9285714286,768.75,SP,Mirante do Paranapanema,Região Sudeste,66.847826087,4,"1,2806058652"
352,1,homem,22,0,35,2.5,2.9166666667,CE,Capistrano,Região Nordeste,0.2651515152,7,"57,2261413532"
353,3,homem,18,1,72292,5163.7142857143,6024.3333333333,BA,Abaré,Região Nordeste,803.2444444444,5,"44,2415888302"
354,3,homem,25,1,178,12.7142857143,14.8333333333,BA,Coronel João sá,Região Nordeste,1.1866666667,7,"83,1875904599"
355,3,homem,22,0,7225,516.0714285714,602.0833333333,CE,Croatá,Região Nordeste,54.7348484848,3,"68,0106074735"
356,3,homem,28,0,95,6.7857142857,7.9166666667,BA,Antas,Região Nordeste,0.5654761905,5,"57,5968214874"
357,1,mulher,22,0,55,3.9285714286,4.5833333333,RS,Giruá,Região Sul,0.4166666667,7,"56,8037761479"
358,2,mulher,38,0,13,0.9285714286,1.0833333333,AL,Batalha,Região Nordeste,0.0570175439,3,"1,8185334138"
359,3,mulher,22,0,78792,5628,6566,AL,Capela,Região Nordeste,596.9090909091,6,"42,8097556287"
360,3,mulher,22,0,78792,5628,6566,SC,Piçarras,Região Sul,596.9090909091,8,"2,6856783876"
361,3,homem,40,1,279,19.9285714286,23.25,AM,Tonantins,Região Norte,1.1625,6,"73,8055741193"
362,2,homem,29,1,277208,19800.5714285714,23100.6666666667,SP,Araçariguama,Região Sudeste,1593.1494252874,2,"72,6987713326"
363,3,mulher,45,0,144542,10324.4285714286,12045.1666666667,GO,São Simão,Região Centro-Oeste,535.3407407407,9,"15,9454305921"
364,3,homem,35,0,705,50.3571428571,58.75,MG,Resplendor,Região Sudeste,3.3571428571,5,"37,7577710528"
365,3,homem,22,1,155,11.0714285714,12.9166666667,PR,Quitandinha,Região Sul,1.1742424242,0,"110,8231713037"
366,3,homem,30,0,725,51.7857142857,60.4166666667,PB,Belém,Região Nordeste,4.0277777778,3,"36,6120341227"
367,1,mulher,60,1,7525,537.5,627.0833333333,BA,Macarani,Região Nordeste,20.9027777778,7,"115,1043542867"
368,3,mulher,22,0,72292,5163.7142857143,6024.3333333333,AM,Urucará,Região Norte,547.6666666667,0,"76,0531455062"
369,3,mulher,22,0,775,55.3571428571,64.5833333333,SC,Abelardo Luz,Região Sul,5.8712121212,6,"98,6063955227"
370,1,mulher,24,0,693,49.5,57.75,PE,Camocim de São Félix,Região Nordeste,4.8125,8,"6,3283376172"
371,1,homem,25,1,554417,39601.2142857143,46201.4166666667,MG,Rio Pomba,Região Sudeste,3696.1133333333,9,"119,8150184488"
372,3,homem,18,1,64958,4639.8571428572,5413.1666666667,MG,Borda da Mata,Região Sudeste,601.462962963,7,"75,2378532501"
373,3,homem,19,0,805,57.5,67.0833333333,GO,Pontalina,Região Centro-Oeste,7.0614035088,9,"40,9087576168"
374,1,homem,22,0,1356333,96880.9285714286,113027.75,MT,São José do Rio Claro,Região Centro-Oeste,10275.25,1,"32,9833509065"
375,3,mulher,21,3,21075,1505.3571428572,1756.25,MG,Jaboticatubas,Região Sudeste,1170.8333333333,0,"77,6418222677"
376,1,mulher,22,1,821708,58693.4285714286,68475.6666666667,RO,Alto Paraíso,Região Norte,6225.0606060606,0,"111,6038362084"
377,3,mulher,22,0,725,51.7857142857,60.4166666667,PI,Amarante,Região Nordeste,5.4924242424,7,"94,3507493142"
378,1,homem,27,0,2115,151.0714285714,176.25,PA,Santa Bárbara do Pará,Região Norte,13.0555555556,7,"89,1800785437"
379,3,homem,20,0,40125,2866.0714285714,3343.75,MS,Terenos,Região Centro-Oeste,334375,9,"82,5401548898"
380,3,homem,19,0,7775,555.3571428571,647.9166666667,MG,Lagoa Formosa,Região Sudeste,68.201754386,0,"59,9179673827"
381,1,mulher,42,0,227525,16251.7857142857,18960.4166666667,MA,Presidente Sarney,Região Nordeste,902.876984127,7,"61,3731477737"
382,3,mulher,21,0,157417,11244.0714285714,13118.0833333333,CE,Santana do Cariri,Região Nordeste,26236.1666666667,2,"91,1609392008"
383,3,homem,32,0,7925,566.0714285714,660.4166666667,SE,Ribeirópolis,Região Nordeste,41.2760416667,9,"50,3201182564"
384,1,mulher,35,1,52,3.7142857143,4.3333333333,PE,Cumaru,Região Nordeste,0.2476190476,9,"65,2213413176"
385,3,homem,22,0,78958,5639.8571428572,6579.8333333333,AL,Piaçabuçu,Região Nordeste,598.1666666667,1,"64,4168171743"
386,2,homem,18,0,735,52.5,61.25,PA,Santa Maria Das Barreiras,Região Norte,6.8055555556,6,"95,7765134509"
387,3,homem,21,5,469,33.5,39.0833333333,SP,Jacupiranga,Região Sudeste,78.1666666667,3,"80,8094035989"
388,2,mulher,36,0,13,0.9285714286,1.0833333333,AC,Plácido de Castro,Região Norte,0.0601851852,9,"13,872488379"
389,3,homem,22,0,77292,5520.8571428572,6441,BA,Cafarnaum,Região Nordeste,585.5454545455,9,"24,9812360557"
390,2,mulher,17,0,12,0.8571428571,1,PB,Araçagi,Região Nordeste,0.1176470588,3,"102,6283526486"
391,1,homem,36,1,120,8.5714285714,10,MG,Piranga,Região Sudeste,0.5555555556,1,"105,185621708"
392,3,homem,21,0,77958,5568.4285714286,6496.5,MA,São João do Soter,Região Nordeste,618.7142857143,0,"107,4078171806"
393,3,homem,28,2,7925,566.0714285714,660.4166666667,PR,Clevelândia,Região Sul,47.1726190476,2,"26,278890533"
394,1,mulher,23,1,113275,8091.0714285714,9439.5833333333,MG,Bom Sucesso,Região Sudeste,820.8333333333,0,"83,1562575331"
395,3,mulher,24,0,167,11.9285714286,13.9166666667,AL,Canapi,Região Nordeste,1.1597222222,7,"70,5705852224"
396,3,homem,22,0,77958,5568.4285714286,6496.5,AL,Estrela de Alagoas,Região Nordeste,590.5909090909,1,"39,0926517422"
397,3,mulher,31,0,78542,5610.1428571429,6545.1666666667,MG,Peçanha,Região Sudeste,422.2688172043,6,"71,7054894114"
398,2,homem,46,0,26,1.8571428571,2.1666666667,SC,Taió,Região Sul,0.0942028986,0,"42,914847583"
399,2,homem,23,0,105,7.5,8.75,SP,Águas de Lindóia,Região Sudeste,0.7608695652,7,"75,9396216463"
400,2,mulher,28,0,1265,90.3571428571,105.4166666667,BA,Ibicoara,Região Nordeste,7.5297619048,4,"42,8726959069"
401,3,homem,39,0,7925,566.0714285714,660.4166666667,SC,Jaguaruna,Região Sul,33.8675213675,8,"101,517576846"
402,3,homem,26,0,805,57.5,67.0833333333,SP,Viradouro,Região Sudeste,5.1602564103,2,"106,0300508242"
403,3,mulher,21,1,9825,701.7857142857,818.75,PR,Ampére,Região Sul,77.9761904762,4,"112,5218927395"
404,3,homem,28,1,1585,113.2142857143,132.0833333333,CE,Banabuiú,Região Nordeste,9.4345238095,2,"20,0165623403"
405,3,mulher,20,0,86625,6187.5,7218.75,BA,Cabaceiras do Paraguaçu,Região Nordeste,721875,6,"56,1730426156"
406,2,homem,34,1,21,1.5,1.75,SC,Ibirama,Região Sul,0.1029411765,0,"35,349231891"
407,3,homem,51,0,775,55.3571428571,64.5833333333,MG,Santo Antônio do Amparo,Região Sudeste,2.5326797386,5,"47,9044214952"
408,2,homem,21,1,1875,133.9285714286,156.25,MG,São Domingos do Prata,Região Sudeste,104.1666666667,8,"108,9673029348"
409,3,homem,21,0,7775,555.3571428571,647.9166666667,SP,Colina,Região Sudeste,61.7063492063,2,"38,020747526"
410,3,mulher,22,3,254667,18190.5,21222.25,BA,Madre de Deus,Região Nordeste,1929.2954545455,2,"112,3214116965"
411,3,homem,22,0,78958,5639.8571428572,6579.8333333333,SP,Pradópolis,Região Sudeste,598.1666666667,3,"25,2174721086"
412,3,homem,22,0,68583,4898.7857142857,5715.25,MA,Pirapemas,Região Nordeste,519.5681818182,6,"84,6529287863"
413,1,mulher,33,1,90,6.4285714286,7.5,SP,Paraibuna,Região Sudeste,0.4545454545,8,"35,1013924455"
414,2,homem,22,0,0,0,0,GO,Hidrolândia,Região Centro-Oeste,0,1,"8,3951706416"
415,3,homem,44,0,7925,566.0714285714,660.4166666667,GO,Cocalzinho de Goiás,Região Centro-Oeste,30.0189393939,5,"32,8648170353"
416,3,mulher,22,0,805,57.5,67.0833333333,MG,Cássia,Região Sudeste,6.0984848485,0,"27,001104528"
417,2,mulher,34,1,325,23.2142857143,27.0833333333,PE,Correntes,Região Nordeste,1.5931372549,6,"6,2268982212"
418,2,mulher,18,0,13,0.9285714286,1.0833333333,AL,Anadia,Região Nordeste,0.1203703704,1,"76,5490404386"
419,2,homem,30,0,13,0.9285714286,1.0833333333,RJ,Rio Claro,Região Sudeste,0.0722222222,1,"37,0664208624"
420,3,mulher,10,0,2415,172.5,201.25,RJ,Carmo,Região Sudeste,40.25,6,"8,1487341045"
421,3,homem,22,0,78958,5639.8571428572,6579.8333333333,MA,São Raimundo Das Mangabeiras,Região Nordeste,598.1666666667,3,"84,1684588865"
422,3,homem,21,0,77333,5523.7857142857,6444.4166666667,MA,Gonçalves Dias,Região Nordeste,613.753968254,8,"83,3517611981"
423,3,homem,29,0,7875,562.5,656.25,MG,Luz,Região Sudeste,45.2586206897,8,"117,7160047292"
424,3,mulher,28,1,144,10.2857142857,12,MT,Nova Olímpia,Região Centro-Oeste,0.8571428571,2,"54,614723888"
425,3,homem,18,1,202125,14437.5,16843.75,RJ,Sapucaia,Região Sudeste,1871.5277777778,7,"50,4789671556"
426,3,homem,22,0,725,51.7857142857,60.4166666667,AM,Maraã,Região Norte,5.4924242424,3,"10,0370673518"
427,2,mulher,28,1,26,1.8571428571,2.1666666667,MG,Nova Era,Região Sudeste,0.1547619048,6,"97,2604486728"
428,2,mulher,19,0,26,1.8571428571,2.1666666667,ES,Rio Bananal,Região Sudeste,0.2280701754,9,"68,5840243188"
429,3,homem,22,0,775,55.3571428571,64.5833333333,SP,Capela do Alto,Região Sudeste,5.8712121212,2,"15,7461585899"
430,3,homem,32,0,805,57.5,67.0833333333,SP,Cerqueira César,Região Sudeste,4.1927083333,8,"106,2293813085"
431,1,homem,28,0,2655,189.6428571429,221.25,PI,Regeneração,Região Nordeste,15.8035714286,7,"37,4381980869"
432,3,mulher,22,1,161,11.5,13.4166666667,MA,Passagem Franca,Região Nordeste,1.2196969697,5,"114,8958681324"
433,2,mulher,42,1,26,1.8571428571,2.1666666667,PB,Remígio,Região Nordeste,0.1031746032,4,"81,1398430519"
434,3,homem,17,0,7125,508.9285714286,593.75,PE,Afrânio,Região Nordeste,69.8529411765,8,"80,6708667037"
435,1,homem,50,1,559,39.9285714286,46.5833333333,MA,Magalhães de Almeida,Região Nordeste,1.8633333333,7,"106,0203266909"
436,1,mulher,14,1,120,8.5714285714,10,CE,Varjota,Região Nordeste,1.4285714286,3,"35,289999868"
437,3,mulher,21,2,34375,2455.3571428572,2864.5833333333,MT,Poxoréo,Região Centro-Oeste,272.8174603175,8,"95,4537449752"
438,2,mulher,24,2,1875,133.9285714286,156.25,MA,Centro Novo do Maranhão,Região Nordeste,13.0208333333,0,"96,9040922701"
439,1,homem,64,1,263,18.7857142857,21.9166666667,MG,Matipó,Região Sudeste,0.6848958333,3,"111,9937398556"
440,2,homem,31,0,105,7.5,8.75,BA,Fátima,Região Nordeste,0.564516129,6,"9,7331077051"
441,2,mulher,45,1,2625,187.5,218.75,CE,Solonópole,Região Nordeste,9.7222222222,8,"102,828613559"
442,3,homem,20,0,95,6.7857142857,7.9166666667,RS,Imbé,Região Sul,0.7916666667,9,"12,3044031641"
